"Ref_Date","GEO","Geographical_classification","VIOLATIONS","sum_Value_Actual_incidents","sum_Value_Cleared_by_charge","sum_Value_Cleared_otherwise","sum_Value_Percentage_change_in_rate","sum_Value_Rate_per_100_000_population","sum_Value_Rate_adult_charged_per_100_000_population_aged_18_years_and_over","sum_Value_Rate_total_persons_charged_per_100_000_population_aged_12_years_and_over","sum_Value_Rate_youth_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Rate_youth_not_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Total_cleared","sum_Value_Total_adult_charged","sum_Value_Total_persons_charged","sum_Value_Total_youth_charged","sum_Value_Total_youth_not_charged"
"2013","Medicine Hat, Alberta, municipal","48062","Precursor or equipment (crystal meth, ecstasy)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Precursor or equipment (crystal meth, ecstasy)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","Medicine Hat, Alberta, municipal","48062","Precursor or equipment (crystal meth, ecstasy)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Precursor or equipment (crystal meth, ecstasy)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","150","150","0","0","301.82","0","0","0","0","150","9","167","158","5"
"1999","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","165","161","1","7.92","325.74","0","0","0","0","162","13","180","167","1"
"2000","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","112","102","0","-33.64","216.15","0","0","0","0","102","16","107","91","0"
"2001","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","58","53","0","-48.96","110.32","0","0","0","0","53","16","54","38","1"
"2002","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","78","78","0","32.38","146.05","0","0","0","0","78","18","79","61","1"
"2003","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","69","68","1","-12.82","127.33","0","0","0","0","69","16","66","50","1"
"2004","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","16","17","0","-77.5","28.65","9.16","31.18","247.75","0","17","4","15","11","0"
"2005","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","24","24","0","45.93","41.81","4.44","52.5","532.86","0","24","2","26","24","0"
"2006","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","12","11","0","-51.31","20.36","15.08","33.39","222.42","0","11","7","17","10","0"
"2007","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","12","11","1","-2.34","19.88","0","21.1","244.99","22.27","12","0","11","11","1"
"2008","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","48","48","0","293.62","78.26","18.56","96.32","943.82","0","48","9","51","42","0"
"2009","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","48","47","0","-1.07","77.42","16.29","93.47","959.34","0","47","8","50","42","0"
"2010","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","14","15","0","-70.84","22.58","12.22","29.93","229.25","0","15","6","16","10","0"
"2011","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","44","43","0","214.33","70.97","18.32","80.41","779.82","0","43","9","43","34","0"
"2012","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","19","18","1","-57.34","30.28","12.06","35.1","296.87","0","19","6","19","13","0"
"2013","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","40","39","0","107.93","62.96","11.9","78.52","848.04","0","39","6","43","37","0"
"2014","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","73","68","1","80.93","113.91","19.64","121.29","1316.4","23.09","69","10","67","57","1"
"2015","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","47","45","2","-36.11","72.79","13.66","91.75","1014.06","46.09","47","7","51","44","2"
"2016","Medicine Hat, Alberta, municipal","48062","Youth Criminal Justice Act","15","15","0","-68.28","23.09","3.89","25.08","275.17","0","15","2","14","12","0"
"1998","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","22","21","4","0","44.27","0","0","0","0","25","6","9","3","0"
"1999","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","34","27","4","51.63","67.12","0","0","0","0","31","12","13","1","0"
"2000","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","24","18","1","-30.99","46.32","0","0","0","0","19","15","16","1","0"
"2001","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","22","21","0","-9.65","41.85","0","0","0","0","21","8","21","13","0"
"2002","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","16","13","1","-28.41","29.96","0","0","0","0","14","6","12","6","0"
"2003","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","21","15","2","29.35","38.75","0","0","0","0","17","8","13","5","0"
"2004","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","20","16","3","-7.59","35.81","25.19","37.41","157.66","0","19","11","18","7","0"
"2005","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","10","7","0","-51.36","17.42","13.33","12.12","0","0","7","6","6","0","0"
"2006","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","9","7","0","-12.35","15.27","15.08","13.75","0","0","7","7","7","0","0"
"2007","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","8","5","1","-13.19","13.25","6.3","9.59","44.54","0","6","3","5","2","0"
"2008","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","8","2","5","-1.6","13.04","2.06","3.78","22.47","0","7","1","2","1","0"
"2009","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","13","2","4","60.77","20.97","4.07","3.74","0","0","6","2","2","0","0"
"2010","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","8","2","4","-38.47","12.9","2.04","3.74","22.93","0","6","1","2","1","0"
"2011","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","7","4","6","-12.49","11.29","8.14","11.22","45.87","0","10","4","6","2","0"
"2012","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","5","4","0","-29.43","7.97","0","12.93","159.85","0","4","0","7","7","0"
"2013","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","4","0","2","-20.98","6.3","0","0","0","0","2","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","5","3","1","23.92","7.8","0","5.43","69.28","0","4","0","3","3","0"
"2015","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","11","1","2","118.33","17.03","1.95","1.8","0","0","3","1","1","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Total other Federal Statutes","4","1","0","-63.86","6.16","0","1.79","22.93","0","1","0","1","1","0"
"1998","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Bankruptcy Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Income Tax Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","1","1","0","0","1.97","0","0","0","0","1","1","1","0","0"
"2000","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2001","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Canada Shipping Act","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Medicine Hat, Alberta, municipal","48062","Other federal statutes","1","0","0","0","1.61","0","0","0","0","0","0","0","0","0"
"2010","Medicine Hat, Alberta, municipal","48062","Other federal statutes","4","1","1","299.95","6.45","0","1.87","22.93","0","2","0","1","1","0"
"2011","Medicine Hat, Alberta, municipal","48062","Other federal statutes","6","4","1","50.02","9.68","8.14","11.22","45.87","0","5","4","6","2","0"
"2012","Medicine Hat, Alberta, municipal","48062","Other federal statutes","4","4","0","-34.13","6.37","0","12.93","159.85","0","4","0","7","7","0"
"2013","Medicine Hat, Alberta, municipal","48062","Other federal statutes","3","0","2","-25.92","4.72","0","0","0","0","2","0","0","0","0"
"2014","Medicine Hat, Alberta, municipal","48062","Other federal statutes","5","3","1","65.23","7.8","0","5.43","69.28","0","4","0","3","3","0"
"2015","Medicine Hat, Alberta, municipal","48062","Other federal statutes","8","0","0","58.79","12.39","0","0","0","0","0","0","0","0","0"
"2016","Medicine Hat, Alberta, municipal","48062","Other federal statutes","4","1","0","-50.31","6.16","0","1.79","22.93","0","1","0","1","1","0"
"1998","Medicine Hat, Alberta, municipal","48062","Other federal statutes","19","20","0","0","38.23","0","0","0","0","20","5","8","3","0"
"1999","Medicine Hat, Alberta, municipal","48062","Other federal statutes","28","25","0","44.59","55.28","0","0","0","0","25","11","12","1","0"
"2000","Medicine Hat, Alberta, municipal","48062","Other federal statutes","21","16","0","-26.68","40.53","0","0","0","0","16","13","14","1","0"
"2001","Medicine Hat, Alberta, municipal","48062","Other federal statutes","21","21","0","-1.44","39.95","0","0","0","0","21","8","21","13","0"
"2002","Medicine Hat, Alberta, municipal","48062","Other federal statutes","15","13","1","-29.69","28.09","0","0","0","0","14","6","12","6","0"
